9,16,291,0.0004391349939396605
7,15,288,0.0003005510079674423
10,27,769,0.00042342100641690195
9,33,2647,0.0009769839962245896
8,22,572,0.00038892000156920403
8,18,997,0.00037409299693536013
9,17,333,0.00024097699497360736
10,31,94,0.00038922099338378757
10,37,1618,0.0006211459985934198
10,28,751,0.0004827939992537722
9,33,1065,0.000738184986403212
10,35,1515,0.0007866509986342862
9,20,423,0.0002365280088270083
10,36,1885,0.0007833960116840899
9,21,1256,0.00039198200101964176
10,26,663,0.00045098699047230184
9,34,385,0.000522500995430164
10,37,1500,0.000726515005226247
10,29,740,0.00048339601198676974
10,33,1190,0.0005312350112944841
10,25,554,0.00043485700734891
10,32,539,0.000430560001404956
10,35,798,0.0004536689957603812
10,26,56,0.0004003490030299872
9,20,994,0.0004041299980599433
986,3974,255,0.062460012995870784
988,3914,450,0.11287243499828037
1006,6663,1776,0.3236632250045659
996,3921,633,0.14866010900004767
918,2558,254,0.07637849799357355
1006,5330,73,0.07663019199389964
917,2533,989,0.045964125005411915
1009,6673,2022,0.39939370698994026
1001,5367,1011,0.27784958500706125
1009,6681,1612,0.3052605550037697
1010,6626,1015,0.16495910398953129
1009,6698,1679,0.39621257700491697
1010,6741,2644,0.5055823319999035
1005,5288,192,0.0726322410046123
995,4051,187,0.059349586997996084
1007,6706,2176,0.362702377999085
989,4004,1028,0.15026101499097422
1009,5371,1240,0.30033203000493813
1007,6691,363,0.08927942300215364
1006,5354,157,0.09452233099727891
1009,6706,2770,0.6615508999966551
1009,6739,2182,0.312689163009054
990,3977,715,0.07203156501054764
1005,5251,1433,0.29433092899853364
946,2597,378,0.06538150399865117
2002,10746,1082,0.6149609260028228
1973,7899,31,0.07648425600200426
1999,10638,1584,0.8796086509973975
2003,10677,549,0.3763402589975158
2009,13411,2152,1.5471725440002047
2008,13390,2217,1.1636974909924902
1961,7871,540,0.39498429899686016
1844,5064,1081,0.1423767889937153
1853,5135,649,0.12085839999781456
1978,7931,1574,0.5136998640082311
1997,10482,1217,0.8246049830049742
1971,8002,1435,0.5515549290139461
1999,10707,1050,0.5259632780071115
2008,13377,3742,1.6568353949987795
1967,7853,358,0.17721550300484523
1979,8076,890,0.18506288999924436
1970,7960,811,0.2753093999926932
1977,7975,859,0.2986090129998047
1962,7909,1442,0.3810527750028996
1985,8009,1011,0.2434918340004515
2009,13357,2245,0.944162650994258
1979,7943,484,0.17479884000204038
2007,13395,1601,1.0112202549935319
1967,7817,503,0.1270586159953382
1843,5123,850,0.20371315599186346
2998,15968,1090,1.047896807998768
2754,7610,372,0.10165549299563281
2994,15951,1805,1.6689286549953977
