9,27,1474,0.0005029197782278061
10,31,1368,0.0005116313695907593
9,21,993,0.0004245191812515259
9,20,535,0.0002683699131011963
10,24,925,0.0005340296775102615
9,34,1093,0.0005451198667287827
9,21,218,0.0002134609967470169
10,21,507,0.000335177406668663
9,19,355,0.0003040581941604614
9,31,1434,0.00045915134251117706
10,38,961,0.0006896462291479111
10,35,686,0.000502459704875946
10,27,367,0.00024263188242912292
10,21,1503,0.000451456755399704
10,35,1634,0.0009415298700332642
7,16,139,0.0002191532403230667
9,21,64,0.0002441052347421646
10,34,664,0.0005751121789216995
10,32,1183,0.0004965588450431824
9,30,1042,0.0006350837647914886
10,34,843,0.0005112085491418839
9,25,1035,0.00030502863228321075
10,30,1060,0.0005875416100025177
9,27,449,0.0005374681204557419
8,17,475,0.00020579248666763306
1004,5383,2307,0.33805289305746555
1003,5339,1072,0.1432490386068821
992,3978,1891,0.15475994907319546
1009,6658,1908,0.35421604849398136
1009,6646,1457,0.22612722404301167
1009,6737,1177,0.2409732136875391
1000,5275,1659,0.36680130288004875
986,3950,325,0.07216766476631165
938,2611,501,0.06423677504062653
994,4024,996,0.2051235679537058
1007,5370,1035,0.23530982434749603
993,4011,925,0.1148244347423315
990,4021,170,0.04948144778609276
928,2571,642,0.07717176340520382
946,2644,179,0.035402944311499596
909,2505,146,0.043926240876317024
934,2599,37,0.03702937997877598
941,2567,250,0.031929098069667816
1006,5403,889,0.15700790658593178
1003,5408,1786,0.2685819212347269
1010,6718,1886,0.2833226639777422
1008,6719,2605,0.32864248380064964
1006,5373,1214,0.17881987802684307
1006,5347,229,0.13866704888641834
1007,5344,1727,0.23732398264110088
2000,10615,1244,0.5157186985015869
1967,7875,430,0.1545280795544386
2009,13348,3021,1.2813343051820993
2008,13413,1421,0.5768413674086332
1998,10669,865,0.2421402558684349
1829,4993,210,0.1075142715126276
2009,13413,2503,0.7880119755864143
2006,13252,3085,2.0437358170747757
2001,10785,1317,0.3214097451418638
1854,5166,508,0.15973893739283085
1959,7894,2294,0.6063663512468338
2002,10780,2234,0.9656302034854889
1977,7989,1850,0.5365126691758633
2003,10699,1325,0.590161606669426
2004,13454,1383,0.5667835995554924
2004,13318,1346,0.46699413284659386
1964,7976,2059,0.5579107608646154
2002,10560,1875,0.6004093457013369
1966,7918,844,0.26738609932363033
2001,10598,834,0.3244233522564173
1977,7941,1150,0.3835248053073883
2001,10660,1960,0.6061348281800747
1995,10673,1789,0.7120114732533693
1971,7825,572,0.24054579623043537
2006,13211,2147,0.8030615132302046
2967,11903,964,0.44957933761179447
2960,11949,739,0.5377806406468153
2764,7673,600,0.2812356371432543
2937,11757,1223,0.7536985911428928
3004,19977,2358,1.0726254601031542
2994,15977,1655,1.1364806089550257
2967,12031,734,0.4903482664376497
2955,11894,967,0.3258340321481228
2958,11837,1209,0.3255488518625498
2945,11889,306,0.28435536101460457
2953,11862,1976,0.7091964669525623
2963,11987,101,0.13747862353920937
2781,7725,151,0.07162673771381378
3008,19972,964,0.8495346587151289
2720,7487,689,0.2640607375651598
2992,16084,1755,1.1220124792307615
2991,16012,2366,1.6785296779125929
2799,7716,992,0.3421131856739521
2954,12021,271,0.30776513926684856
2953,11895,915,0.6230647284537554
2785,7620,2372,0.705071659758687
3009,20221,1596,0.9405038915574551
2991,15958,1122,0.7981554418802261
2996,15887,1650,1.2947632856667042
2990,16053,1030,0.8349953070282936
3992,21370,2488,1.9548209179192781
4005,26851,1455,1.9105071797966957
3992,21305,2249,2.0326687917113304
4004,26712,2102,2.003410568460822
3975,21247,440,0.643429709598422
4000,26656,1604,1.774076795205474
4003,26786,5469,4.604043738916516
4002,26862,1711,2.2469502314925194
4005,26522,3418,2.7958030477166176
3944,15976,800,0.3690424282103777
3941,15892,1149,0.9193956013768911
3933,15893,962,0.32873277738690376
4007,26793,1328,1.46595892123878
3989,21310,1122,1.7924694027751684
3709,10271,1068,0.2868122234940529
3932,15790,1061,0.48900081589818
3707,10206,730,0.7333494555205107
3700,10161,499,0.46978857181966305
3994,21158,2231,1.9408429842442274
3932,15892,326,0.533797251060605
4006,26773,767,1.0009646993130445
3708,10245,332,0.2395772933959961
3710,10193,578,0.3308281097561121
4006,26671,341,0.5275161303579807
3926,15871,1083,0.690513527020812
5003,33437,2827,3.009505668655038
4914,19847,2172,1.4816989973187447
5004,33433,2024,1.7485177796334028
4611,12762,966,0.7953660804778337
5003,33135,1660,2.79608341678977
4924,19841,637,0.5886891055852175
4907,19876,107,0.47239538840949535
